general_folder,folder,file,ptm,gene,other,fnm
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1711_psbA_P1815137_018.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1712_psbA_P1815137_033_GOOD.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1712_psbA_P1815137_033.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1712_psbA_P1815179_036.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1713_psbA_P1815137_034_MESSY.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1713_psbA_P1815137_034.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1716_psbA_P1815137_067_GOOD.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1716_psbA_P1815137_067.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1717_psbA_P1815137_068_MESSY.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1717_psbA_P1815137_068.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1717_psbA_P1815179_035.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1743_psbAF1_P1916288_060.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1746_psbaF1_11_xxi_2018_P1816019_073_MESSY.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1746_psbaF1_11_xxi_2018_P1816019_073.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1746_psbAF1_P1916288_027.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1749_psbaF1_11_xxi_2018_P1816019_074_MESSY.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1749_psbaF1_11_xxi_2018_P1816019_074.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1749_psbAF1_P1916288_028.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1752_psbAF1_P1916288_075.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1753_psbaF1_11_xxi_2018_P1816019_089_GOOD_TRIM.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1753_psbaF1_11_xxi_2018_P1816019_089.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1753_psbAF1_P1916288_076.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1754_psbAF1_P1916288_026.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1756_psbaF1_11_xxi_2018_P1816019_090_MESSY.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1756_psbaF1_11_xxi_2018_P1816019_090.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1756_psbAF1_P1916288_091.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1757_psbAF1_P1916288_092.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1984_psbaF1_P1917228_025_GOOD.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1984_psbaF1_P1917228_025.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1984_psbaR2_P1917228_026_GOOD.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1984_psbaR2_P1917228_026.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1985_psbaF1_P1917228_009_GOOD.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1985_psbaF1_P1917228_009.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1985_psbaR2_P1917228_010_GOOD.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM1501-2000,PTM1985_psbaR2_P1917228_010.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM1000,PTM1000,psbaf,P1511266,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM501,PTM501,m3f,P1511544,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM502,PTM502,gazf2,P1511749,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM503,PTM503,m3f,P1511544,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM505,PTM505,gazf2,P1511749,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM505,PTM505,gwsfn,P1511749,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM506,PTM506,gazf2,P1511749,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM507,PTM507,m3f,P1511544,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM508,PTM508,m3f,P1511544,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM511_M13F_P1512217_070.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM511_M13R_P1512217_036.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM511_M13R_P1512223_035.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM511,PTM511,m3f,P1511544,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM513,PTM513,gazf2,P1511749,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM514,PTM514,psbaf,P1308676,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM515_F57_P1815408_094.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM515_F753_P1815408_042.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM515_psbAR2_P1308800_025.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM515_R1150K_P1815408_023.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM515_rbcL_F57_P1815408_094_GOOD.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM515_rbcL_F753_P1815408_042_GOOD.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM515_rbcL_R1150K_P1815408_023_GOOD.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM515_rbcLrevNEW_P1815408_075_GOOD.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM515_rbclrevNEW_P1815408_075.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM515,PTM515,gwsfn,P1308415,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM515,PTM515,psbaf,P1308676,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM515,PTM515,psbar2,P1308800,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM516,PTM516,psbaf,P1308676,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517_F57_P1410467_051.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517_GWSFn_P1410467_063.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517_GWSRx_P1410467_058.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517_psbAF1_P1410467_078.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517_psbAR2_P1410467_073.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517_rbcLrevNEW_P1410467_023.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517_TLF5_P1410467_045.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517_TLR1_P1410467_001.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517,PTM517,f57,P1410467,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517,PTM517,gwsfn,P1410467,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517,PTM517,gwsrx,P1410467,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517,PTM517,psbaf,P1308676,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517,PTM517,psbaf,P1410467,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517,PTM517,psbar2,P1410467,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517,PTM517,rbclrevnew,P1410467,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517,PTM517,tlf5,P1410467,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM517,PTM517,tlr,P1410467,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM518,PTM518,psbaf,P1308676,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM519,PTM519,psbaf,P1308676,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM520_psbAR2_P1308800_026.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM520,PTM520,psbaf,P1308676,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM520,PTM520,psbar2,P1308800,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM521_psbAF1_P1308800_015.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM521,PTM521,gwsfn,P1308415,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM521,PTM521,psbaf,P1308676,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM521,PTM521,psbaf,P1308701,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM521,PTM521,psbaf,P1308800,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM521,PTM521,psbar2,P1409319,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522_GWSFn_P1511398_015.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522_GWSFn_P1511409_080.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522,PTM522,f57,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522,PTM522,f57,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522,PTM522,gwsfn,P1308415,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522,PTM522,gwsfn,P1511398,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522,PTM522,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522,PTM522,gwsrx,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522,PTM522,psbaf,P1308676,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522,PTM522,rbclrevnew,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522,PTM522,rbclrevnew,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522,PTM522,tlf5,P1511448,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522,PTM522,tlr,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM522,PTM522,tlr,P1511451,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM524,PTM524,m3f,P1511544,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM525,PTM525,m3f,P1511749,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM526,PTM526,m3f,P1511544,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM529,PTM529,m3f,P1511544,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM531,PTM531,gwsfn,P1308415,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM532,PTM532,m3f,P1511544,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM534,PTM534,gazf2,P1511749,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM535,PTM535,m3f,P1511544,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM536,PTM536,m3f,P1511544,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM538,PTM538,gwsfn,P1308415,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM538,PTM538,psbaf,P1308676,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM539,PTM539,m3f,P1511544,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM540_M13F_P1512217_085.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM540_M13R_P1512217_051.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM540,PTM540,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM540,PTM540,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM541,PTM541,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM541,PTM541,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM542,PTM542,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM542,PTM542,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM543_F57_P1512217_031.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM543_M13F_P1512217_086.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM543_M13R_P1512217_052.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM543_rbcLrevNEW_P1512217_040.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM543_TLF5_P1512217_062.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM543_TLR1_P1512217_009.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM543,PTM543,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM543,PTM543,m3f,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM544_psbAR2_P1308800_073.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM544,PTM544,psbaf,P1308676,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM544,PTM544,psbar2,P1308800,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM545 (1),PTM545,gazf2,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM545 (1),PTM545,gazf2,P1511617,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM545,PTM545,gazf2,P1511749,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM546_psbAF1_P1308580_032.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM546_psbAR2_P1308580_058.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM546,COI/PTM546,gwsfn,P1308415,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM546,psbA/PTM546,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM546,psbA/PTM546,psbar2,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM547_psbAF1_P1308580_047.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM547_psbAR2_P1308580_073.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM547,psbA/PTM547,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM547,psbA/PTM547,psbar2,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM548_psbAF1_P1308580_048.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM548_psbAR2_P1308580_074.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM548,PTM548,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM548,PTM548,psbar2,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM549,PTM549,gwsfn,P1308415,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM549,PTM549,psbaf,P1308676,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM550_psbAF1_P1308580_063.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM550_psbAR2_P1308580_089.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM550,COI/PTM550,gwsfn,P1308415,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM550,psbA/PTM550,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM550,psbA/PTM550,psbar2,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM551_psbAF1_P1308580_064.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM551_psbAR2_P1308580_090.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM551,COI/PTM551,gwsfn,P1308415,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM551,psbA/PTM551,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM551,psbA/PTM551,psbar2,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM552_psbAF1_P1308580_079.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM552,PTM552,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553_F57_P1410595_008.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553_GWSFn_P1410595_016.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553_GWSRx_P1410595_030.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553_psbAF1_P1308580_080.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553_psbAR2_P1308800_012.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553_rbcLrevNEW_P1410595_020.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553_TLF5_P1410595_021.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553_TLR1_P1410595_033.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553,PTM553,f57,P1309100,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553,PTM553,f57,P1410595,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553,PTM553,gwsfn,P1410595,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553,PTM553,gwsrx,P1410595,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553,PTM553,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553,PTM553,psbar2,P1308800,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553,PTM553,rbclrevnew,P1309100,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553,PTM553,rbclrevnew,P1410595,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553,PTM553,tlf5,P1309100,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553,PTM553,tlf5,P1410595,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553,PTM553,tlr,P1309100,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM553,PTM553,tlr,P1410595,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM554_psbAF1_P1308580_095.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM554,COI/PTM554,gwsfn,P1308415,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM554,psbA/PTM554,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM555_psbAF1_P1308580_096.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM555,PTM555,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM556_psbAF1_P1308580_015.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM556_psbAR2_P1308580_041.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM556,PTM556,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM556,PTM556,psbar2,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM557_psbAF1_P1308580_016.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM557_psbAR2_P1308580_042.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM557,PTM557,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM557,PTM557,psbar2,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM558_psbAF1_P1308580_031.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM558_psbAR2_P1308580_057.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM558,PTM558,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM558,PTM558,psbar2,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM559_psbAF1_P1308580_013.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM559,PTM559,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM560_psbAF1_P1308580_014.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM560,PTM560,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM561_psbAF1_P1308580_029.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM561,PTM561,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM562_psbAF1_P1308580_030.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM562_psbAR2_P1308800_027.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM562,PTM562,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM562,PTM562,psbar2,P1308800,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM563_psbAF1_P1308580_045.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM563_psbAR2_P1308800_028.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM563,PTM563,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM563,PTM563,psbar2,P1308800,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM564_psbAF1_P1308580_046.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM564,PTM564,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM564,PTM564,psbar2,P1409319,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM565_psbAF1_P1308580_061.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM565,PTM565,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM566_psbAF1_P1308580_062.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM566,PTM566,psbaf,P1308580,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM567_F57_P1410467_052.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM567_GWSFn_P1410467_064.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM567_GWSRx_P1410467_073.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM567_psbAF1_P1308580_077.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM567_psbAF1_P1410467_093.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM567_psbAR2_P1410467_074.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM567_rbcLrevNEW_P1410467_024.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM567_TLF5_P1410467_046.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM567_TLR1_P1410467_002.ab1,NA,NA,NA,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM567,PTM567,f57,P1410467,NA
/Volumes/martonelab/Sequences/0_PTM,PTM501-1000,PTM567,PTM567,gwsfn,P1410467,NA
